,Entries,Pronunciations,Generated Pron,Tones,Generated Tones,Absolutives,Generated Abs,Grammatical Info,Gloss
239,*baʔkʰošci,baʔkʰóšciw,baʔkʰóšciw,,3,baʔkʰošciw,baʔkʰošciw,Verb,bend own head down once
240,baʔkʼa,baʔkʼa´,baʔkʼa´,,3,baʔkʼa,baʔkʼa,Noun,crack with mouth
241,baʔkʼaš,baʔkʼáš,baʔkʼáš,,3,baʔkʼaš,baʔkʼaš,Noun,get beak stuck
242,*baʔkʼibakʼitad,baʔkʼibákʼita·du,baʔkʼibákʼita·du,,3,baʔkʼibakʼita·du,baʔkʼibakʼita·du,,
243,*baʔkʼiʔkʼi,baʔkʼíʔkʼiw,baʔkʼíʔkʼiw,,3,baʔkʼiʔkʼiw,baʔkʼiʔkʼiw,Reduplicating Verb,speak indirectly
244,*baʔkʼo,baʔkʼów,baʔkʼów,,3,baʔkʼow,baʔkʼow,Verb,bump with mouth
245,*baʔkʼobaʔkʼo,baʔkʼobáʔkʼow,baʔkʼobáʔkʼow,,3,baʔkʼobaʔkʼow,baʔkʼobaʔkʼow,Reduplicating Verb,repeatedly hit with bill
246,*baʔkʼolh,baʔkʼólʔ,baʔkʼólʔ,,3,baʔkʼolʔ,baʔkʼolʔ,Verb,turn nonlong object with mouth
247,*baʔkʼonh,baʔkʼónʔ,baʔkʼónʔ,,3,baʔkʼonʔ,baʔkʼonʔ,Verb,hold mouth over
248,*baʔkʼonhci,baʔkʼónhciw,baʔkʼónhciw,,3,baʔkʼonhciw,baʔkʼonhciw,Verb,bow head
249,*baʔkʼoyad,baʔkʼoyá·du,baʔkʼoyá·du,,3,baʔkʼoya·du,baʔkʼoya·du,Verb,speak in scattered way
250,*baʔkʼoʔkʼoc,baʔkʼóʔkʼoʔ,baʔkʼóʔkʼoʔ,,3,baʔkʼoʔkʼoʔ,baʔkʼoʔkʼoʔ,Reduplicating Verb,peck hole in
251,*baʔkʼu,baʔkʼúw,baʔkʼúw,,3,baʔkʼuw,baʔkʼuw,Verb,nod head
252,*baʔkʼuyay,baʔkʼuyáyʔ,baʔkʼuyáyʔ,,3,baʔkʼuyayʔ,baʔkʼuyayʔ,Verb,bark [?]
253,*baʔliʔli,baʔlíʔliw,baʔlíʔliw,,3,baʔliʔliw,baʔliʔliw,Reduplicating Verb,bird to swing worm in beak
254,*baʔlobaʔlom,baʔlobáʔlomʔ,baʔlobáʔlomʔ,,3,baʔlobaʔlomʔ,baʔlobaʔlomʔ,,
255,*baʔloʔlo,baʔlóʔlow,baʔlóʔlow,,3,baʔloʔlow,baʔloʔlow,Reduplicating Verb,talk into
256,*baʔne·cicʼ,baʔne·cíʔ,baʔne·cíʔ,,4,baʔne·ciʔ,baʔne·ciʔ,Verb,used to noise
257,*baʔpʼanh,baʔpʼánʔ,baʔpʼánʔ,,3,baʔpʼanʔ,baʔpʼanʔ,Verb,close with mouth or snout
258,*baʔpʼobapʼotad,baʔpʼobápʼota·du,baʔpʼobápʼota·du,,3,baʔpʼobapʼota·du,baʔpʼobapʼota·du,,
259,*baʔpʼoʔpʼoc,baʔpʼóʔpʼoʔ,baʔpʼóʔpʼoʔ,,3,baʔpʼoʔpʼoʔ,baʔpʼoʔpʼoʔ,Reduplicating Verb,ask for everything
260,*baʔqʼac,baʔqʼáʔ,baʔqʼáʔ,,3,baʔqʼaʔ,baʔqʼaʔ,Verb,tighten with mouth
261,*baʔqʼacay,baʔqʼacáyʔ,baʔqʼacáyʔ,,3,baʔqʼacayʔ,baʔqʼacayʔ,Verb,orally to explain
262,*baʔqʼoʔdiwad,baʔqʼóʔdowa·du,baʔqʼóʔdiwa·du,,2,baʔqʼoʔdowa·du,baʔqʼoʔdiwa·du,,
263,*baʔsʼa,baʔsʼáw,baʔsʼáw,,3,baʔsʼaw,baʔsʼaw,Verb,hit hard and hurt with mouth
264,*baʔsʼaṭʰma,baʔsʼáṭʰmaw,baʔsʼáṭʰmaw,,3,baʔsʼaṭʰmaw,baʔsʼaṭʰmaw,Verb,lowering
265,*baʔsʼawi·bic,baʔsʼawí·biʔ,baʔsʼawí·biʔ,,3,baʔsʼawi·biʔ,baʔsʼawi·biʔ,Verb,"be drunk, high"
266,*baʔsʼayʔci,,baʔsʼáyʔciw,,3,,baʔsʼayʔciw,Verb,many sounds together
267,*baʔsʼi,baʔsʼíw,baʔsʼíw,,3,baʔsʼiw,baʔsʼiw,Verb,say partly
268,*baʔsʼil,baʔsʼílʔ,baʔsʼílʔ,,3,baʔsʼilʔ,baʔsʼilʔ,Verb,splash with mouth
269,*baʔsʼim,,baʔsʼímʔ,,3,baʔsʼimʔ,baʔsʼimʔ,Verb,mash with mouth
270,*baʔsʼuy,baʔsʼúyʔ,baʔsʼúyʔ,,3,baʔsʼuyʔ,baʔsʼuyʔ,Verb,get pointed in mouth
271,*baʔtʼa,baʔtʼáw,baʔtʼáw,,3,baʔtʼaw,baʔtʼaw,Verb,sound like
272,*baʔtʼa,baʔtʼáw,baʔtʼáw,,3,baʔtʼaw,baʔtʼaw,Verb,slow down
273,*baʔtʼe,baʔtʼéw,baʔtʼéw,,3,baʔtʼew,baʔtʼew,Verb,bird to fasten acorn in tree
274,*baʔtʼehni,baʔtʼéhniw,baʔtʼéhniw,,3,baʔtʼehniw,baʔtʼehniw,,
275,*baʔtʼel,baʔtʼélʔ,baʔtʼélʔ,,3,baʔtʼelʔ,baʔtʼelʔ,Verb,be insufficient with mouth
276,*baʔtʼem,baʔtʼémʔ,baʔtʼémʔ,,3,baʔtʼemʔ,baʔtʼemʔ,Verb,find with mouth
277,*baʔtʼem,baʔtʼémʔ,baʔtʼémʔ,,3,baʔtʼemʔ,baʔtʼemʔ,Verb,guess
278,*baʔtʼenay,,baʔtʼenáyʔ,,3,baʔtʼenayʔ,baʔtʼenayʔ,Verb,attach with mouth
279,*baʔtʼentʼele,baʔtʼéntʼelew,baʔtʼéntʼelew,,3,baʔtʼentʼelew,baʔtʼentʼelew,Verb,mess up with snout
280,*baʔtʼeʔtʼec,baʔtʼéʔtʼeʔ,baʔtʼéʔtʼeʔ,,3,baʔtʼeʔtʼeʔ,baʔtʼeʔtʼeʔ,Verb,many close together
281,*baʔtʼil,baʔtʼílʔ,baʔtʼílʔ,,3,baʔtʼilʔ,baʔtʼilʔ,Verb,be noisy
282,*baʔṭašci,baʔṭášciw,baʔṭášciw,,3,baʔṭaš,baʔṭašciw,Verb,injure severely with mouth
283,*baʔṭʼebaṭʼehti,baʔṭʼebáṭʼehtiw,baʔṭʼebáṭʼehtiw,,3,baʔṭʼebaṭʼehtiw,baʔṭʼebaṭʼehtiw,,
284,*baʔṭʼebaʔṭʼec,baʔṭʼebáʔṭʼeʔ,baʔṭʼebáʔṭʼeʔ,,3,baʔṭʼebaʔṭʼeʔ,baʔṭʼebaʔṭʼeʔ,Verb,part with mouth
285,*baʔṭʼeʔṭʼe,baʔṭʼéʔṭʼew,baʔṭʼéʔṭʼew,,3,baʔṭʼeʔṭʼew,baʔṭʼeʔṭʼew,Verb,sulk
286,*baʔṭʼo,baʔṭʼów,baʔṭʼów,,3,baʔṭʼow,baʔṭʼow,Verb,face sink into water
287,*baʔṭʼuṭʰu,baʔṭʼúṭʰuw,baʔṭʼuṭʰúw,,2,baʔṭʼuṭʰuw,baʔṭʼuṭʰuw,Verb,squeeze lips
288,*baʔwibawitad,baʔwibáwita·du,baʔwibáwita·du,,3,baʔwibawita·du,baʔwibawita·du,,
289,*baʔwiʔwi,baʔwíʔwiw,baʔwíʔwiw,,3,baʔwiʔwiw,baʔwiʔwiw,Verb,nuzzle
290,*baʔya,baʔyáw,baʔyáw,,3,baʔyaw,baʔyaw,Verb,understand
291,*baʔyeʔye,baʔyéʔyew,baʔyéʔyew,,3,baʔyeʔyew,baʔyeʔyew,Verb,talk with trembling voice
292,*baʔyoʔyoc,baʔyóʔyoʔ,baʔyóʔyoʔ,,3,baʔyoʔyoʔ,baʔyoʔyoʔ,Reduplicating Verb,rumple using beak
293,*baʔyuʔyu,baʔyúʔyuw,baʔyúʔyuw,,3,baʔyuʔyuw,baʔyuʔyuw,Reduplicating Verb,raspy-voiced
294,ba·kʼiškʼiši,ba·kʼíškʼiši,ba·kʼíškʼiši,,3,ba·kʼiškʼiši,ba·kʼiškʼiši,Ideophone Adjective,?
295,*beccicʼ,bécciʔ,bécciʔ,,0,becciʔ,becciʔ,Verb,rascal
296,beṭi,beṭi´,beṭí,,0,beṭi,beṭi,Adverb,sagging
297,*beʔṭʼe,beʔṭʼéw,beʔṭʼéw,,3,beʔṭʼew,beʔṭʼew,Verb,carry (long) here and there
298,*be·q,beʔ´,beʔ´,,0,beʔ,beʔ,Verb of Handling,split with lips
299,*bice,bicéw,bicéw,,3,bicew,bicew,Verb,sew on
300,*bicecʼ,,bicéʔ,,3,biceʔ,biceʔ,Verb,hug self
301,*bicet,bicéʔ,bicéʔ,,3,biceʔ,biceʔ,,
302,*bicetʰmacʼ,,bicétʰmaʔ,,3,,bicetʰmaʔ,,
303,*bicit,,bicíʔ,,3,biciʔ,biciʔ,,
304,bicohto,bicóhto,bicóhto,,0,bicohto,bicohto,Adverb,get fluffed
305,*bicʰat,bicʰáʔ,bicʰáʔ,,3,bicʰaʔ,bicʰaʔ,,
306,*bicʰat,bicʰáʔ,bicʰáʔ,,3,bicʰaʔ,bicʰaʔ,,
307,*bicʰa·,bicʰaw´,bicʰaw´,,3,bicʰaw,bicʰaw,Verb,take out with arms
308,bicʰuʔli,bicʰúʔli,bicʰúʔli,,0,bicʰuʔli,bicʰuʔli,Adverb,open mouth
309,*bicʼalta,bicʼáltaw,bicʼáltaw,,0,bicʼaltaw,bicʼaltaw,Noun,many quick hugs
310,*bicʼihṭi,bicʼíhṭiw,bicʼíhṭiw,,3,bicʼihṭiw,bicʼihṭiw,,
311,*bicʼi·ṭ,bicʼiʔ´,bicʼiʔ´,,3,bicʼiʔ,bicʼiʔ,Verb,transform by sewing
312,*bicʼo·,bicʼow´,bicʼow´,,3,bicʼow,bicʼow,Verb,expose teeth
313,*bicʼo·cʼ,bicʼoʔ´,bicʼoʔ´,,3,bicʼoʔ,bicʼoʔ,Verb,expose one's teeth
314,*bicʼo·ṭ,bicʼoʔ´,bicʼoʔ´,,3,bicʼoʔ,bicʼoʔ,Verb,cut off ends by encircling
315,*bicʼuhlay,bicʼúhlayʔ,bicʼúhlayʔ,,3,bicʼuhlayʔ,bicʼuhlayʔ,,
316,*bicʼul,bicʼulʔ,bicʼúlʔ,,3,bicʼulʔ,bicʼulʔ,Verb,shout
317,*bicʼulacʼqa,bicʼulácʼqaw,bicʼulácʼqaw,,3,bicʼulacʼqaw,bicʼulacʼqaw,Verb,(bird) make cry
318,*bicʼulay,bicʼuláyʔ,bicʼuláyʔ,,3,bicʼulayʔ,bicʼulayʔ,Verb,call to someone distant
319,*bicʼulma,bicʼúlmaw,bicʼúlmaw,,3,bicʼulmaw,bicʼulmaw,,
320,*bidahtaduc,bidáhtaduʔ,bidáhtaduʔ,,3,bidahtaduʔ,bidahtaduʔ,,
321,*bidahtaq,bidáhtaʔ,bidáhtaʔ,,3,bidahtaʔ,bidahtaʔ,,
322,*bidahti,bidáhtiw,bidáhtiw,,3,bidahtiw,bidahtiw,,
323,bida·,bida·´,bida·´,,4,bida·,bida·,Adverb,river extend
324,*bida·duc,bida·dúʔ,bida·dúʔ,,4,bida·duʔ,bida·duʔ,Verb,lower
325,*bida·la,bida·láw,bida·láw,,4,bida·law,bida·law,Verb of Handling,river extend down
326,*bida·lamecʼ,bidala·méʔ,bidala·méʔ,,4,bidala·meʔ,bidala·meʔ,Verb of Handling,face down
327,*bida·loq,bida·lóʔ,bida·lóʔ,,4,bida·loʔ,bida·loʔ,Verb of Handling,(water) flow northwest
328,*bida·q,bidaʔ´,bidaʔ´,,3,bidaʔ,bidaʔ,Verb of Handling,be beyond attainment
329,*bidilicʼ,bidilíʔ,bidilíʔ,,3,bidiliʔ,bidiliʔ,Verb,stand on tiptoe (reaching)
330,*bidili·tacʼ,,bidilí·taʔ,,3,,bidili·taʔ,,
331,*bidilta,bidíltaw,bidíltaw,,3,bidiltaw,bidiltaw,,
332,*bidit,bidíʔ,bidíʔ,,3,bidiʔ,bidiʔ,,
333,*biditad,biditá·du,biditá·du,,3,bidita·du,bidita·du,,
334,*biditad,biditá·du,biditá·du,,3,bidita·du,bidita·du,,
335,*bidi·tacʼ,bidi·táʔ,bidi·táʔ,,4,bidi·taʔ,bidi·taʔ,,
336,biduwe,bidúwe,bidúwe,,0,biduwe,biduwe,Adverb,"bind, sew tightly"
337,*bihcʰa,bihcʰáw,bihcʰáw,,3,bihcʰaw,bihcʰaw,Verb,crumble by encircling
338,*bihcʰobihcʰoc,bihcʰobíhcʰoʔ,bihcʰobíhcʰoʔ,,3,bihcʰobihcʰoʔ,bihcʰobihcʰoʔ,Reduplicating Verb,wear out something by eating
339,*bihcʰohcʰoc,bihcʰóhcʰoʔ,bihcʰóhcʰoʔ,,3,bihcʰohcʰoʔ,bihcʰohcʰoʔ,Reduplicating Verb,wear out something by eating
340,*bihcʰot,bihcʰóʔ,bihcʰóʔ,,3,bihcʰoʔ,bihcʰoʔ,Verb,be unable to pick up
341,*bihke,bihkéw,bihkéw,,3,bihkew,bihkew,Verb,arms won’t reach clean around something
342,*bihkela·tad,,bihkelá·tadu,,3,,bihkela·tadu,,
343,*bihkelh,bihkélhʔ,bihkélʔ,,2,bihkelhʔ,bihkelʔ,Verb,"lips project, be thin"
344,*bihkeykeyem,,bihkéykeyemʔ,,3,,bihkeykeyemʔ,Verb,suck in lips
345,bihko,bihko´,bihko´,,3,bihko,bihko,Adjective,bird to peck something to nothing
346,*bihkʰahkʰa,bihkʰáhkʰaw,bihkʰáhkʰaw,,3,bihkʰahkʰaw,bihkʰahkʰaw,Reduplicating Verb,stained by eating
347,*bihkʰo,bihkʰów,bihkʰów,,3,bihkʰow,bihkʰow,Verb,catch moving object with both arms
348,*bihkʰuy,bihkʰúyʔ,bihkʰúyʔ,,3,bihkʰuyʔ,bihkʰuyʔ,Verb,split one
349,*bihlasʼ,bihláʔ,bihlásʼ,,2,bihlaʔ,bihlasʼ,Verb,wilt in arms
350,*bihle·m,bihlemʔ´,bihlemʔ´,,3,bihlemʔ,bihlemʔ,Verb,extend in arms
351,*bihlibilitad,bihlibílita·du,bihlibílita·du,,3,bihlibilita·du,bihlibilita·du,,
352,*bihlihli,bihlíhliw,bihlíhliw,,3,bihlihliw,bihlihliw,Reduplicating Verb,look through
353,*bihlo,bihlów,bihlów,,3,bihlow,bihlow,Verb,come loose by encircling
354,*bihlo·m,bihlomʔ´,bihlomʔ´,,3,bihlomʔ,bihlomʔ,Verb,put arm around rotten log to pick up and it breaks in two
355,*bihmobihmo,bihmobíhmow,bihmobíhmow,,3,bihmobihmow,bihmobihmow,Verb,twitch
356,*bihmohmo,bihmóhmow,bihmóhmow,,3,bihmohmow,bihmohmow,Verb,break up with lips
357,*bihmoy,bihmóyʔ,bihmóyʔ,,3,bihmoyʔ,bihmoyʔ,Verb,work lips around
358,*bihnahna,bihnáhnaw,bihnáhnaw,,3,bihnahnaw,bihnahnaw,Reduplicating Verb,tremble by encircling
359,*bihpʰatʼci,bihpʰátʼciw,bihpʰátʼciw,,3,bihpʰatʼciw,bihpʰatʼciw,Verb,flop in arms
360,*bihpʰa·šma,bihpʰašmáw,bihpʰašmáw,,3,bihpʰaš,bihpʰašmaw,Verb,lip sag inward
361,*bihpʰuṭay,bihpʰiṭáyʔ,bihpʰuṭáyʔ,,3,bihpʰiṭayʔ,bihpʰuṭayʔ,Verb,be unable to lift with arms
362,*bihqa,bihqáw,bihqáw,,3,bihqaw,bihqaw,Verb,get used to lifting
363,bihqatol,bíhqatol,bíhqatol,,0,bihqatol,bihqatol,Adverb,bend joint by putting arms around it
364,*bihqʰabihqʰa,bihqʰabíhqʰaw,bihqʰabíhqʰaw,,3,bihqʰabihqʰaw,bihqʰabihqʰaw,Reduplicating Verb,drag along
365,*bihqʰabiqʰata·d,bihqʰabíqʰata·du,bihqʰabíqʰata·du,,3,bihqʰabiqʰata·du,bihqʰabiqʰata·du,,
366,*bihqʰalh,bihqʰálʔ,bihqʰálʔ,,3,bihqʰalʔ,bihqʰalʔ,Verb,slip loosely through arms
367,*bihqʰolh,bihqʰólʔ,bihqʰólʔ,,3,bihqʰolʔ,bihqʰolʔ,Verb,come up through hole
368,*bihsa,bihsáw,bihsáw,,3,bihsaw,bihsaw,Verb of Handling,pick up and hold (sev. long)
369,*bihsilhma,bihsílhmaw,bihsílhmaw,,3,bihsilhmaw,bihsilhmaw,Verb,make into pieces by encircling
370,*bihsom,bihsómʔ,bihsómʔ,,3,bihsomʔ,bihsomʔ,Verb,mess up by hugging
371,*bihsoq,bihsóʔ,bihsóʔ,,3,bihsoʔ,bihsoʔ,Verb,disarrange by encircling
372,*bihšan,bihšánʔ,bihšánʔ,,3,bihšanʔ,bihšanʔ,Verb,be springy when encircled
373,bihše,bihše´,bihše´,,3,bihše,bihše,Noun,touch with arm around or hold
374,*bihṭekeye,bihṭekéyew,bihṭekéyew,,3,bihṭekeyew,bihṭekeyew,Verb,coat lips
375,*bihṭʰa,bihṭʰáw,bihṭʰáw,,3,bihṭʰaw,bihṭʰaw,Verb,life up manhole cover
376,*bihṭʰuhṭʰu,bihṭʰúhṭʰuw,bihṭʰúhṭʰuw,,3,bihṭʰuhṭʰuw,bihṭʰuhṭʰuw,Reduplicating Verb,be getting dry kernels off with teeth
377,*bihwatʼ,bihwáʔ,bihwáʔ,,3,bihwaʔ,bihwaʔ,Verb,flatten by encircling
378,*bihwaṭʰ,bihwáʔ,bihwáʔ,,3,bihwaʔ,bihwaʔ,Verb,lips be thick
379,*bihye·,bihyew´,bihyew´,,3,bihyew,bihyew,Verb,"stop sewing, eating"
380,*biki·l,bikilʔ´,bikilʔ´,,3,bikilʔ,bikilʔ,Verb,eat off branch
381,*bikʰeṭ,bikʰéʔ,bikʰéʔ,,3,bikʰeʔ,bikʰeʔ,Verb,separate by encircling with arms
382,*bikʰot,bikʰóʔ,bikʰóʔ,,3,bikʰoʔ,bikʰoʔ,,
383,*bikʰu·l,bikʰulʔ´,bikʰulʔ´,,3,bikʰulʔ,bikʰulʔ,Verb,lumpy feeling to embrace
384,*bikʼahli,bikʼáhliw,bikʼáhliw,,3,bikʼahliw,bikʼahliw,,
385,*bikʼahni,bikʼáhniw,bikʼáhniw,,3,bikʼahniw,bikʼahniw,,
386,*bikʼal,bikʼálʔ,bikʼálʔ,,3,bikʼalʔ,bikʼalʔ,Verb,open slightly
387,*bikʼit,bikʼíʔ,bikʼíʔ,,3,bikʼiʔ,bikʼiʔ,,
388,*bikʼi·,bikʼiw´,bikʼiw´,,3,bikʼiw,bikʼiw,Verb,hug tight enough to make mark on someone’s flesh
389,*bikʼohni,bikʼóhniw,bikʼóhniw,,3,bikʼohniw,bikʼohniw,,
390,*bikʼo·l,bikʼolʔ´,bikʼolʔ´,,3,bikʼolʔ,bikʼolʔ,Verb,dig depression or cavity by eating
391,*bikʼo·ṭ,bikʼoʔ´,bikʼoʔ´,,3,bikʼoʔ,bikʼoʔ,Verb,wipe out last bit
392,*bikʼo·ṭatad,bikʼoṭá·tadu,bikʼoṭa·tadú,,4,bikʼoṭa·tadu,bikʼoṭa·tadu,,
393,*bikʼut,bikʼúʔ,bikʼúʔ,,3,bikʼuʔ,bikʼuʔ,,
394,bil,bíl,bíl,,0,bil,bil,Adverb,this year
395,*bimucid,bimucí·du,bimucí·du,,3,bimuci·du,bimuci·du,Verb,slick to lips
396,*biqawa·tad,biqawá·tadu,biqawá·tadu,,3,biqawa·tadu,biqawa·tadu,,
397,*biqʰahli,biqʰáhliw,biqʰáhliw,,3,biqʰahliw,biqʰahliw,,
398,*biqʰal,biqʰálʔ,biqʰálʔ,,3,biqʰalʔ,biqʰalʔ,Verb,drag something by wrapping arms around it
399,*biqʰalta,biqʰáltaw,biqʰáltaw,,3,biqʰaltaw,biqʰaltaw,,
400,*biqʰam,biqʰámʔ,biqʰámʔ,,3,biʰamʔ,biqʰamʔ,,
401,biqʰama· tol,biqʰamá· tolʔ,biqʰamá· tol,,3,biqʰama· tolʔ,biqʰama· tol,,
402,biqʰama·tow,biqʰáma·tow,biqʰáma·tow,,0,biqʰama·tow,biqʰama·tow,Adverb,to put arms around and pull up one
403,*biqʼahci,biqʼáhciw,biqʼáhciw,,3,biqʼahciw,biqʼahciw,,
404,*biqʼa·ṭ,biqʼaʔ´,biqʼaʔ´,,3,biqʼaʔ,biqʼaʔ,Verb,cross arms AS
405,*bisu,bisúw,bisúw,,3,bisuw,bisuw,Verb,crossed arms
406,*bisʼe·kʼ,bisʼeʔ´,bisʼeʔ´,,3,bisʼeʔ,bisʼeʔ,Verb,bend tip with arms
407,*bisʼi,bisʼíw,bisʼíw,,3,bisʼiw,bisʼiw,Verb,?? (pee) leak
408,bisʼisʼi,bisʼisʼí,bisʼisʼí,,3,bisʼisʼi,bisʼisʼi,Noun,baste (cloth)
409,*bisʼi·cʰmul,bisʼicʰmúlʔ,bisʼicʰmúlʔ,,3,bisʼicʰmulʔ,bisʼicʰmulʔ,Verb,make lips smooth
410,*bisʼu·l,bisʼulʔ´,bisʼulʔ´,,3,bisʼulʔ,bisʼulʔ,,
411,*bišohli,bišohlíw,bišóhliw,,3,bišohliw,bišohliw,,
412,*bišud,bišudú,bišudú,,3,bišudu,bišudu,Verb,taste strange
413,*bišuda·tad,bišudá·tadu,bišudá·tadu,,3,bišuda·tadu,bišuda·tadu,,
414,bišunʔ,,bišúnʔ,,3,,bišunʔ,Adjective,strange-tasting
415,*bitayʔta,bihtáyʔtaw,bitáyʔtaw,,2,bihtayʔtaw,bitayʔtaw,,
416,*bitihti,bitíhtiw,bitíhtiw,,3,bitihtiw,bitihtiw,,
417,*bitilhla,bitílhlaw,bitílhlaw,,3,bitilhlaw,bitilhlaw,Verb,cross arms
418,*biti·t,bitiʔ´,bitiʔ´,,3,bitiʔ,bitiʔ,Verb,twist arms
419,*bitʼac,bitʼáʔ,bitʼáʔ,,3,bitʼaʔ,bitʼaʔ,,
420,*bitʼac,bitʼáʔ,bitʼáʔ,,3,bitʼaʔ,bitʼaʔ,,
421,*bitʼehnay,bitʼéhnayʔ,bitʼéhnayʔ,,3,bitʼehnayʔ,bitʼehnayʔ,,
422,*bitʼenay,bitʼenáyʔ,bitʼenáyʔ,,3,bitʼenayʔ,bitʼenayʔ,Verb,sew together
423,*bitʼe·l,bitʼelʔ´,bitʼelʔ´,,3,bitʼelʔ,bitʼelʔ,Verb,"move, budge"
424,*biyo·lma,biyolmáw,biyolmáw,,3,biyo·lmaw,biyolmaw,,
425,biyo·lmaw,biyolmáw,biyolmáw,,3,biyolmaw,biyolmaw,Noun,detach by putting arms around
426,*biʔcʼowad,biʔcʼowá·du,biʔcʼowá·du,,3,biʔcʼowa·du,biʔcʼowa·du,,
427,*biʔcʼoʔcʼo,biʔcʼóʔcʼow,biʔcʼóʔcʼow,,3,biʔcʼoʔcʼow,biʔcʼoʔcʼow,Reduplicating Verb,bite off pieces
428,*biʔcʼuʔcʼu,biʔcʼúʔcʼuw,biʔcʼúʔcʼuw,,3,biʔcʼuʔcʼuw,biʔcʼuʔcʼuw,Reduplicating Verb,moth eat to pieces
429,biʔda,biʔda´,biʔda´,,3,biʔda,biʔda,Noun,river extend
430,*biʔdamac,biʔdamáʔ,biʔdamáʔ,,3,biʔdamaʔ,biʔdamaʔ,Verb,river extend S/E
431,*biʔdi,,biʔdíw,,3,,biʔdiw,Verb of Handling,be born
432,*biʔdic,biʔdíʔ,biʔdíʔ,,3,biʔdiʔ,biʔdiʔ,Verb of Handling,give birth
433,*biʔdicay,biʔdicáyʔ,biʔdicáyʔ,,3,biʔdicayʔ,biʔdicayʔ,Verb,crack by encircling
434,*biʔkʼanh,biʔkʼánʔ,biʔkʼánʔ,,3,biʔkʼanʔ,biʔkʼanʔ,Verb,vertical object be tilted against by encircling
435,biʔkʼas,biʔkʼás,biʔkʼás,,3,biʔkʼas,biʔkʼas,Noun,bite off small piece
436,*biʔkʼiʔkʼi,biʔkʼíʔkʼiw,biʔkʼíʔkʼiw,,3,biʔkʼiʔkʼiʔ,biʔkʼiʔkʼiw,Reduplicating Verb,hug almost in two
437,*biʔkʼonh,biʔkʼónʔ,biʔkʼónʔ,,3,biʔkʼonʔ,biʔkʼonʔ,Verb,squeeze with arms
438,biʔkʼoy,biʔkʼóy,biʔkʼóy,,3,biʔkʼoy,biʔkʼoy,Adjective,eat scattered food
439,*biʔkʼu,biʔkʼúw,biʔkʼúw,,3,biʔkʼuw,biʔkʼuw,Verb,finish sewing
440,*biʔloʔlo,biʔlóʔlow,biʔlóʔlow,,3,biʔloʔlow,biʔloʔlow,Reduplicating Verb,tangle
441,*biʔlu,biʔlúw,biʔlúw,,3,biʔluw,biʔluw,Verb,wrap
442,*biʔlubilutad,biʔlubíluta·du,biʔlubíluta·du,,3,biʔlubiluta·du,biʔlubiluta·du,,
443,*biʔne·cicʼ,biʔné·ciʔ,biʔne·cíʔ,,2,biʔne·ciʔ,biʔne·ciʔ,Verb,get used to sewing
444,*biʔpʼanh,biʔpʼánʔ,biʔpʼánʔ,,3,biʔpʼanʔ,biʔpʼanʔ,Verb,close with lips
445,*biʔqʼac,biʔqʼáʔ,biʔqʼáʔ,,3,biʔqʼaʔ,biʔqʼaʔ,Verb,hug tightly
446,*biʔqʼaccicʼ,biʔqʼácciʔ,biʔqʼácciʔ,,3,biʔqʼacciʔ,biʔqʼacciʔ,Verb,brace oneself
447,*biʔqʼoʔdi,biʔqʼóʔdiw,biʔqʼóʔdiw,,3,biʔqʼoʔdiw,biʔqʼoʔdiw,Verb,fix by sewing
448,*biʔqʼoʔdiwad,biʔqʼóʔdowa·du,biʔqʼóʔdiwa·du,,2,biʔqʼoʔdowa·du,biʔqʼoʔdiwa·du,,
449,*biʔsʼaṭ,biʔsʼáʔ,biʔsʼáʔ,,3,biʔsʼaʔ,biʔsʼaʔ,Verb,pinch together to sew
450,*biʔsʼiʔsʼi,biʔsʼíʔsʼiw,biʔsʼíʔsʼiw,,3,biʔsʼiʔsʼiw,biʔsʼiʔsʼiw,Reduplicating Verb,feel tickled
451,*biʔsʼoq,biʔsʼóʔ,biʔsʼóʔ,,3,biʔsʼoʔ,biʔsʼoʔ,Verb,distort by hugging
452,*biʔtʼenh,biʔtʼénʔ,biʔtʼénʔ,,3,biʔtʼenʔ,biʔtʼenʔ,Verb,sew
453,*biʔtʼutʰu,biʔtʼutʰúw,biʔtʼutʰúw,,3,biʔtʼutʰuw,biʔtʼutʰuw,Verb,decrease inside space
454,*biʔṭiʔṭi,biʔṭíʔṭiw,biʔṭíʔṭiw,,3,biʔṭiʔṭiw,biʔṭiʔṭiw,Verb,gather surface into smaller piece with arms
455,*biʔṭu,biʔṭúw,biʔṭúw,,3,biʔṭuw,biʔṭuw,Verb,be on edge by encircling
456,*biʔṭut,,biʔṭúʔ,,3,biʔṭuʔ,biʔṭuʔ,,
457,*biʔṭʼa,biʔṭʼáw,biʔṭʼáw,,3,biʔṭʼaw,biʔṭʼaw,Verb,sew together
458,*biʔṭʼaṭ,biʔṭʼáʔ,biʔṭʼáʔ,,3,biʔṭʼaʔ,biʔṭʼaʔ,Verb,patch with needle
459,*biʔṭʼuṭʰu,biʔṭʼúṭʰuw,biʔṭʼuṭʰúw,,2,biʔṭʼuṭʰuw,biʔṭʼuṭʰuw,Verb,hug
460,*biʔṭʼuṭʰut,,biʔṭʼuṭʰúʔ,,3,,biʔṭʼuṭʰuʔ,,
